"Statistic Label","Year","Partner Region","Trade Flow","Percentage of Turnover Exported","NACE Rev 2 Activity","UNIT","VALUE"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand","2643664.859"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand","892863.045"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Transportation and storage (H)","Euro Thousand","155633.616"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Accommodation and Food and Other Services (I, O to U)","Euro Thousand","186876.337"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Information and communication (J)","Euro Thousand","92051.688"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Financial and insurance activities (K)","Euro Thousand","71710.955"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Real estate activities (L)","Euro Thousand","22150.751"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Professional, scientific and technical activities (M)","Euro Thousand","176316.179"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Administrative and support service activities (N)","Euro Thousand","229840.691"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Unknown","Euro Thousand","0"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Total Trade in Goods","Euro Thousand","7372676.69"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Agriculture, forestry and fishing (A)","Euro Thousand","40846.966"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","4427558.438"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Mining and quarrying (B)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Industry (B - E)","Euro Thousand","5542686.823"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Manufacturing (C)","Euro Thousand","4695522.82"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Food products (C10)","Euro Thousand","600702.247"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Beverages (C11)","Euro Thousand","137224.432"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Tobacco products (C12)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Textiles (C13)","Euro Thousand","9855.368"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Wearing apparel (C14)","Euro Thousand","7425.963"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Leather and related products (C15)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Wood and wood products, except furniture (C16)","Euro Thousand","48367.229"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Paper and paper products (C17)","Euro Thousand","46790.102"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Printing and reproduction of recorded media (C18)","Euro Thousand","13233.16"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Coke and refined petroleum products (C19)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Chemicals and chemical products (C20)","Euro Thousand","177505.432"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Basic pharmaceutical products and preparations (C21)","Euro Thousand","318001.948"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Rubber and plastic products (C22)","Euro Thousand","75076.595"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Other non-metallic mineral products (C23)","Euro Thousand","111021.582"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Basic metals (C24)","Euro Thousand","64861.891"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","121650.033"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Computer, electronic and optical products (C26)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Electrical equipment (C27)","Euro Thousand","66318.78"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Machinery and equipment n.e.c. (C28)","Euro Thousand","44086.485"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand","4875.566"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Other transport equipment (C30)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Furniture (C31)","Euro Thousand","31013.078"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Other manufacturing (C32)","Euro Thousand","514419.574"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Repair and installation of machinery and equipment (C33)","Euro Thousand","80191.694"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand","27359.21"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Construction (F)","Euro Thousand","212199.097"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","10854835.031"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand","922974.287"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand","6875095.192"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand","3056765.552"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Transportation and storage (H)","Euro Thousand","620068.576"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Accommodation and Food and Other Services (I, O to U)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Information and communication (J)","Euro Thousand","2274656.385"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Financial and insurance activities (K)","Euro Thousand","90516.51"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Real estate activities (L)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Professional, scientific and technical activities (M)","Euro Thousand","462632.592"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Administrative and support service activities (N)","Euro Thousand","626849.195"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Unknown","Euro Thousand","0"
"Value","2024","All countries excluding EU272020","Imports","1-24% Turnover Exported","Total Trade in Goods","Euro Thousand","20825080.292"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Agriculture, forestry and fishing (A)","Euro Thousand","20591.095"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Mining and quarrying (B)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Industry (B - E)","Euro Thousand","4030134.437"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Manufacturing (C)","Euro Thousand","4026468.495"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Food products (C10)","Euro Thousand","247619.835"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Beverages (C11)","Euro Thousand","264368.496"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Tobacco products (C12)","Euro Thousand","0"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Textiles (C13)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Wearing apparel (C14)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Leather and related products (C15)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Wood and wood products, except furniture (C16)","Euro Thousand","5431.753"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Paper and paper products (C17)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Printing and reproduction of recorded media (C18)","Euro Thousand","4371.252"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Coke and refined petroleum products (C19)","Euro Thousand","0"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Chemicals and chemical products (C20)","Euro Thousand","70435.272"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Basic pharmaceutical products and preparations (C21)","Euro Thousand","2297328.176"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Rubber and plastic products (C22)","Euro Thousand","92913.204"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Other non-metallic mineral products (C23)","Euro Thousand","29927.999"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Basic metals (C24)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","40057.729"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Computer, electronic and optical products (C26)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Electrical equipment (C27)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Machinery and equipment n.e.c. (C28)","Euro Thousand","49729.708"
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","25-49% Turnover Exported","Other transport equipment (C30)","Euro Thousand",""
